Repetition #1	Repetition #1	Repetition #1
2020-08-03 12:34:38.301857	2020-08-03 12:34:38.506739	0.205341
		0.205209
2020-08-03 12:34:38.517445	2020-08-03 12:34:38.722368	0.205097
		0.205144
2020-08-03 12:34:38.733227	2020-08-03 12:34:38.938052	0.204769
		0.205123
2020-08-03 12:34:38.948635	2020-08-03 12:34:39.153565	0.20511
		0.205146
2020-08-03 12:34:39.164443	2020-08-03 12:34:39.369777	0.204697
		0.204683
2020-08-03 12:34:39.380361	2020-08-03 12:34:39.585591	0.205173
		0.204913
2020-08-03 12:34:39.596215	2020-08-03 12:34:39.801279	0.205011
		0.205129
2020-08-03 12:34:39.811944	2020-08-03 12:34:40.017219	0.205315
		0.205056
2020-08-03 12:34:40.028068	2020-08-03 12:34:40.233059	0.205012
		0.205129
2020-08-03 12:34:40.243646	2020-08-03 12:34:40.448799	0.205132
		0.204862
2020-08-03 12:34:40.459411	2020-08-03 12:34:40.664068	0.205199
		0.205368
2020-08-03 12:34:40.674873	2020-08-03 12:34:40.880087	0.204876
		0.205377
2020-08-03 12:34:40.890745	2020-08-03 12:34:41.095762	0.205237
		0.20502
2020-08-03 12:34:41.106305	2020-08-03 12:34:41.311101	0.205126
		0.204848
2020-08-03 12:34:41.321965	2020-08-03 12:34:41.527055	0.204944
		0.204696
2020-08-03 12:34:41.537716	2020-08-03 12:34:41.742775	0.204947
		0.204823
2020-08-03 12:34:41.753583	2020-08-03 12:34:41.958477	0.205288
		0.205168
2020-08-03 12:34:41.969260	2020-08-03 12:34:42.174447	0.204672
		0.205176
2020-08-03 12:34:42.185261	2020-08-03 12:34:42.390025	0.20495
		0.205115
2020-08-03 12:34:42.400748	2020-08-03 12:34:42.605637	0.204982
		0.204966
2020-08-03 12:34:42.616483	2020-08-03 12:34:42.821752	0.204674
		0.204993
2020-08-03 12:34:42.832584	2020-08-03 12:34:43.037801	0.205214
		0.205202
2020-08-03 12:34:43.048521	2020-08-03 12:34:43.253626	0.204813
		0.205311
2020-08-03 12:34:43.264380	2020-08-03 12:34:43.469661	0.205305
		0.205296
2020-08-03 12:34:43.480616	2020-08-03 12:34:43.685572	0.204863
		0.20506
2020-08-03 12:34:43.696200	2020-08-03 12:34:43.901360	0.204952
		0.205094
2020-08-03 12:34:43.912058	2020-08-03 12:34:44.117033	0.204802
		0.205477
2020-08-03 12:34:44.127862	2020-08-03 12:34:44.332802	0.204715
		0.205136
2020-08-03 12:34:44.343353	2020-08-03 12:34:44.547991	0.2053
		0.205309
2020-08-03 12:34:44.558693	2020-08-03 12:34:44.763763	0.204999
		0.204915
2020-08-03 12:34:44.774642	2020-08-03 12:34:44.980104	0.205271
		0.205065
2020-08-03 12:34:44.990717	2020-08-03 12:34:45.195916	0.204827
		
2020-08-03 12:34:45.206811	2020-08-03 12:34:45.411918	
		Repetition #8
2020-08-03 12:34:45.422501	2020-08-03 12:34:45.627518	0.205359
		0.204561
2020-08-03 12:34:45.638165	2020-08-03 12:34:45.843256	0.204554
		0.205159
2020-08-03 12:34:45.853927	2020-08-03 12:34:46.058973	0.205121
		0.205013
2020-08-03 12:34:46.069636	2020-08-03 12:34:46.274756	0.205252
		0.204958
2020-08-03 12:34:46.285503	2020-08-03 12:34:46.490238	0.204394
		0.204964
2020-08-03 12:34:46.501009	2020-08-03 12:34:46.706224	0.204703
		0.20471
2020-08-03 12:34:46.716846	2020-08-03 12:34:46.922195	0.205193
		0.205164
2020-08-03 12:34:46.932959	2020-08-03 12:34:47.137807	0.205204
		0.204715
2020-08-03 12:34:47.148585	2020-08-03 12:34:47.353756	0.205096
		0.205199
2020-08-03 12:34:47.364487	2020-08-03 12:34:47.569131	0.204861
		0.204985
2020-08-03 12:34:47.579941	2020-08-03 12:34:47.785303	0.20504
		0.205131
2020-08-03 12:34:47.796108	2020-08-03 12:34:48.001106	0.205208
		0.20522
2020-08-03 12:34:48.011942	2020-08-03 12:34:48.216996	0.204984
		0.205363
2020-08-03 12:34:48.227604	2020-08-03 12:34:48.432530	0.205195
		0.204669
2020-08-03 12:34:48.443295	2020-08-03 12:34:48.648507	0.20543
		0.204992
2020-08-03 12:34:48.659393	2020-08-03 12:34:48.864415	0.204963
		0.205128
2020-08-03 12:34:48.874984	2020-08-03 12:34:49.080186	0.204794
		0.204932
2020-08-03 12:34:49.090854	2020-08-03 12:34:49.295935	0.204923
		0.204951
2020-08-03 12:34:49.306550	2020-08-03 12:34:49.511637	0.204602
		0.205194
2020-08-03 12:34:49.522289	2020-08-03 12:34:49.727495	0.204792
		0.205138
2020-08-03 12:34:49.738372	2020-08-03 12:34:49.943705	0.205079
		0.205246
2020-08-03 12:34:49.954271	2020-08-03 12:34:50.159000	0.205599
		0.205101
2020-08-03 12:34:50.169657	2020-08-03 12:34:50.374869	0.205086
		0.205159
2020-08-03 12:34:50.385971	2020-08-03 12:34:50.590570	0.205107
		0.204863
2020-08-03 12:34:50.601165	2020-08-03 12:34:50.806134	0.205307
		0.205169
2020-08-03 12:34:50.816732	2020-08-03 12:34:51.021000	0.205258
		0.20508
2020-08-03 12:34:51.031621	2020-08-03 12:34:51.236615	0.204915
		0.20462
2020-08-03 12:34:51.247316	2020-08-03 12:34:51.452086	0.205226
		0.204641
2020-08-03 12:34:51.462710	2020-08-03 12:34:51.666973	0.205048
		0.204908
2020-08-03 12:34:51.677746	2020-08-03 12:34:51.882596	0.205064
		0.2047
2020-08-03 12:34:51.893521	2020-08-03 12:34:52.098073	0.20483
		0.204571
2020-08-03 12:34:52.108727	2020-08-03 12:34:52.314102	0.204752
		0.205067
2020-08-03 12:34:52.324745	2020-08-03 12:34:52.528975	0.205161
		0.205167
2020-08-03 12:34:52.539548	2020-08-03 12:34:52.744394	0.204656
		0.205263
2020-08-03 12:34:52.755167	2020-08-03 12:34:52.960175	0.205059
		0.205067
2020-08-03 12:34:52.970745	2020-08-03 12:34:53.175819	0.205019
		0.204972
2020-08-03 12:34:53.186668	2020-08-03 12:34:53.391676	0.205356
		0.204818
2020-08-03 12:34:53.402224	2020-08-03 12:34:53.606899	0.204959
		0.205441
2020-08-03 12:34:53.617500	2020-08-03 12:34:53.822602	0.205183
		0.205006
2020-08-03 12:34:53.833343	2020-08-03 12:34:54.048719	0.205472
		0.205517
2020-08-03 12:34:54.059376	2020-08-03 12:34:54.264106	0.205566
		0.205368
2020-08-03 12:34:54.274724	2020-08-03 12:34:54.479417	0.205522
		0.205398
2020-08-03 12:34:54.490305	2020-08-03 12:34:54.694881	0.205358
		0.204742
2020-08-03 12:34:54.705610	2020-08-03 12:34:54.910657	0.205491
		0.205308
		0.205275
		0.205449
Repetition #5	Repetition #5	0.205551
2020-08-03 12:34:54.921498	2020-08-03 12:34:55.126710	0.205364
		0.205286
2020-08-03 12:34:55.137291	2020-08-03 12:34:55.342337	0.205276
		0.20499
2020-08-03 12:34:55.352958	2020-08-03 12:34:55.558210	0.205556
		0.20561
2020-08-03 12:34:55.569334	2020-08-03 12:34:55.774211	0.20536
		0.205609
2020-08-03 12:34:55.784892	2020-08-03 12:34:55.990321	0.205285
		
2020-08-03 12:34:56.000972	2020-08-03 12:34:56.206189	
		Repetition #9
2020-08-03 12:34:56.216756	2020-08-03 12:34:56.421688	0.205644
		0.205693
2020-08-03 12:34:56.432342	2020-08-03 12:34:56.637392	0.205576
		0.205378
2020-08-03 12:34:56.648038	2020-08-03 12:34:56.852907	0.205522
		0.205785
2020-08-03 12:34:56.863466	2020-08-03 12:34:57.068392	0.205574
		0.205602
2020-08-03 12:34:57.078996	2020-08-03 12:34:57.283966	0.205449
		0.205178
2020-08-03 12:34:57.294791	2020-08-03 12:34:57.499944	0.205546
		0.205324
2020-08-03 12:34:57.510898	2020-08-03 12:34:57.716188	0.205741
		0.205272
2020-08-03 12:34:57.726804	2020-08-03 12:34:57.932045	0.205293
		0.205145
2020-08-03 12:34:57.942920	2020-08-03 12:34:58.147820	0.205646
		0.205632
2020-08-03 12:34:58.158472	2020-08-03 12:34:58.363511	0.205744
		0.205766
2020-08-03 12:34:58.374290	2020-08-03 12:34:58.579288	0.205544
		0.205503
2020-08-03 12:34:58.590056	2020-08-03 12:34:58.795223	0.205048
		0.204907
2020-08-03 12:34:58.806081	2020-08-03 12:34:59.011066	0.205302
		0.205236
2020-08-03 12:34:59.021678	2020-08-03 12:34:59.226532	0.205135
		0.204924
2020-08-03 12:34:59.237361	2020-08-03 12:34:59.442976	0.205041
		0.205066
2020-08-03 12:34:59.454091	2020-08-03 12:34:59.659660	0.205471
		0.204888
2020-08-03 12:34:59.670316	2020-08-03 12:34:59.875648	0.204925
		0.20536
2020-08-03 12:34:59.886300	2020-08-03 12:35:00.091666	0.204854
		0.204913
2020-08-03 12:35:00.102420	2020-08-03 12:35:00.307648	0.20485
		0.205047
2020-08-03 12:35:00.318402	2020-08-03 12:35:00.523846	0.204905
		0.205067
2020-08-03 12:35:00.534786	2020-08-03 12:35:00.740053	0.204864
		0.204797
2020-08-03 12:35:00.751307	2020-08-03 12:35:00.957082	0.204899
		0.205006
2020-08-03 12:35:00.967786	2020-08-03 12:35:01.173479	0.204794
		0.205355
2020-08-03 12:35:01.184203	2020-08-03 12:35:01.389604	0.20518
		0.205401
2020-08-03 12:35:01.400637	2020-08-03 12:35:01.605684	0.204996
		0.205294
2020-08-03 12:35:01.616429	2020-08-03 12:35:01.821287	0.205236
		0.20504
2020-08-03 12:35:01.831883	2020-08-03 12:35:02.037215	0.20485
		0.205116
2020-08-03 12:35:02.047889	2020-08-03 12:35:02.253073	0.205179
		0.204549
2020-08-03 12:35:02.263873	2020-08-03 12:35:02.469006	0.205102
		0.20466
2020-08-03 12:35:02.479811	2020-08-03 12:35:02.684328	0.20496
		0.20466
2020-08-03 12:35:02.694995	2020-08-03 12:35:02.900217	0.204713
		0.204972
2020-08-03 12:35:02.910832	2020-08-03 12:35:03.116068	0.204963
		0.205127
2020-08-03 12:35:03.126592	2020-08-03 12:35:03.331291	0.204849
		0.204862
2020-08-03 12:35:03.342102	2020-08-03 12:35:03.546869	0.205235
		0.205197
2020-08-03 12:35:03.557583	2020-08-03 12:35:03.762740	0.205006
		0.204876
2020-08-03 12:35:03.773635	2020-08-03 12:35:03.978913	0.204696
		0.205301
2020-08-03 12:35:03.989789	2020-08-03 12:35:04.194948	0.204823
		0.205127
2020-08-03 12:35:04.205553	2020-08-03 12:35:04.410766	0.204939
		0.204985
2020-08-03 12:35:04.421548	2020-08-03 12:35:04.626850	0.204887
		0.205004
2020-08-03 12:35:04.637617	2020-08-03 12:35:04.842585	0.205222
		0.20538
2020-08-03 12:35:04.853339	2020-08-03 12:35:05.058401	0.205115
		0.205118
2020-08-03 12:35:05.069072	2020-08-03 12:35:05.274034	0.20516
		0.205174
2020-08-03 12:35:05.284638	2020-08-03 12:35:05.489813	0.205423
		0.205379
2020-08-03 12:35:05.500540	2020-08-03 12:35:05.705636	0.205503
		0.204991
2020-08-03 12:35:05.716481	2020-08-03 12:35:05.921804	0.205633
		0.205853
2020-08-03 12:35:05.932512	2020-08-03 12:35:06.137882	0.205574
		0.205548
2020-08-03 12:35:06.148566	2020-08-03 12:35:06.353408	0.205314
		0.205416
2020-08-03 12:35:06.364010	2020-08-03 12:35:06.569079	0.205484
		0.20545
2020-08-03 12:35:06.579649	2020-08-03 12:35:06.784658	0.205678
		0.205608
2020-08-03 12:35:06.795382	2020-08-03 12:35:07.000478	0.205107
		0.20533
2020-08-03 12:35:07.011300	2020-08-03 12:35:07.216408	
		
2020-08-03 12:35:07.227191	2020-08-03 12:35:07.432136	
		
2020-08-03 12:35:07.442807	2020-08-03 12:35:07.647951	
		
2020-08-03 12:35:07.658516	2020-08-03 12:35:07.863612	
		
2020-08-03 12:35:07.874138	2020-08-03 12:35:08.079436	
		
2020-08-03 12:35:08.090161	2020-08-03 12:35:08.295129	
		
2020-08-03 12:35:08.305739	2020-08-03 12:35:08.510713	
		
2020-08-03 12:35:08.521365	2020-08-03 12:35:08.726375	
		
2020-08-03 12:35:08.736965	2020-08-03 12:35:08.942213	
		
2020-08-03 12:35:08.953095	2020-08-03 12:35:09.158044	
		
2020-08-03 12:35:09.168935	2020-08-03 12:35:09.374260	
		
2020-08-03 12:35:09.384880	2020-08-03 12:35:09.590247	
		
2020-08-03 12:35:09.600915	2020-08-03 12:35:09.805991	
		
2020-08-03 12:35:09.816590	2020-08-03 12:35:10.021292	
		
2020-08-03 12:35:10.032143	2020-08-03 12:35:10.237497	
		
2020-08-03 12:35:10.248080	2020-08-03 12:35:10.453059	
		
2020-08-03 12:35:10.463947	2020-08-03 12:35:10.669267	
		
2020-08-03 12:35:10.680164	2020-08-03 12:35:10.885215	
		
2020-08-03 12:35:10.895933	2020-08-03 12:35:11.100804	
		
2020-08-03 12:35:11.111443	2020-08-03 12:35:11.316536	
		
2020-08-03 12:35:11.327276	2020-08-03 12:35:11.532418	
		
2020-08-03 12:35:11.543175	2020-08-03 12:35:11.747845	
		
2020-08-03 12:35:11.758386	2020-08-03 12:35:11.963412	
		
2020-08-03 12:35:11.974234	2020-08-03 12:35:12.178950	
		
2020-08-03 12:35:12.189593	2020-08-03 12:35:12.394545	
		
2020-08-03 12:35:12.405332	2020-08-03 12:35:12.610004	
		
2020-08-03 12:35:12.620774	2020-08-03 12:35:12.825841	
		
2020-08-03 12:35:12.836451	2020-08-03 12:35:13.041272	
		
2020-08-03 12:35:13.051994	2020-08-03 12:35:13.257330	
		
2020-08-03 12:35:13.267918	2020-08-03 12:35:13.473001	
		
2020-08-03 12:35:13.483575	2020-08-03 12:35:13.688397	
		
2020-08-03 12:35:13.698957	2020-08-03 12:35:13.903782	
		
2020-08-03 12:35:13.914397	2020-08-03 12:35:14.119072	
		
2020-08-03 12:35:14.129928	2020-08-03 12:35:14.335087	
		
2020-08-03 12:35:14.345901	2020-08-03 12:35:14.551022	
		
2020-08-03 12:35:14.561724	2020-08-03 12:35:14.766866	
		
2020-08-03 12:35:14.777812	2020-08-03 12:35:14.983154	
		
2020-08-03 12:35:14.994011	2020-08-03 12:35:15.199356	
		
2020-08-03 12:35:15.210135	2020-08-03 12:35:15.414963	
		
2020-08-03 12:35:15.425617	2020-08-03 12:35:15.630816	
		
2020-08-03 12:35:15.641581	2020-08-03 12:35:15.846631	
		
2020-08-03 12:35:15.857222	2020-08-03 12:35:16.062159	
		
2020-08-03 12:35:16.072915	2020-08-03 12:35:16.277554	
		
2020-08-03 12:35:16.288660	2020-08-03 12:35:16.494162	
		
		
		
Repetition #6	Repetition #6	
2020-08-03 12:35:16.504921	2020-08-03 12:35:16.710214	
		
2020-08-03 12:35:16.720931	2020-08-03 12:35:16.926644	
		
2020-08-03 12:35:16.937593	2020-08-03 12:35:17.142970	
		
2020-08-03 12:35:17.153675	2020-08-03 12:35:17.359299	
		
2020-08-03 12:35:17.370301	2020-08-03 12:35:17.575563	
		
2020-08-03 12:35:17.586276	2020-08-03 12:35:17.791571	
		
2020-08-03 12:35:17.802343	2020-08-03 12:35:18.007738	
		
2020-08-03 12:35:18.018705	2020-08-03 12:35:18.224454	
		
2020-08-03 12:35:18.235259	2020-08-03 12:35:18.440717	
		
2020-08-03 12:35:18.451402	2020-08-03 12:35:18.656218	
		
2020-08-03 12:35:18.666878	2020-08-03 12:35:18.872300	
		
2020-08-03 12:35:18.883065	2020-08-03 12:35:19.088361	
		
2020-08-03 12:35:19.099031	2020-08-03 12:35:19.304355	
		
2020-08-03 12:35:19.315026	2020-08-03 12:35:19.520304	
		
2020-08-03 12:35:19.531026	2020-08-03 12:35:19.736673	
		
2020-08-03 12:35:19.747605	2020-08-03 12:35:19.953253	
		
2020-08-03 12:35:19.963957	2020-08-03 12:35:20.169632	
		
2020-08-03 12:35:20.180523	2020-08-03 12:35:20.385688	
		
2020-08-03 12:35:20.396689	2020-08-03 12:35:20.602070	
		
2020-08-03 12:35:20.612793	2020-08-03 12:35:20.818275	
		
2020-08-03 12:35:20.829197	2020-08-03 12:35:21.034918	
		
2020-08-03 12:35:21.045667	2020-08-03 12:35:21.251258	
		
2020-08-03 12:35:21.262156	2020-08-03 12:35:21.467278	
		
2020-08-03 12:35:21.477899	2020-08-03 12:35:21.682901	
		
2020-08-03 12:35:21.693563	2020-08-03 12:35:21.898289	
		
2020-08-03 12:35:21.909048	2020-08-03 12:35:22.114325	
		
2020-08-03 12:35:22.125096	2020-08-03 12:35:22.330100	
		
2020-08-03 12:35:22.340628	2020-08-03 12:35:22.545398	
		
2020-08-03 12:35:22.556039	2020-08-03 12:35:22.764859	
		
2020-08-03 12:35:22.775569	2020-08-03 12:35:22.980850	
		
2020-08-03 12:35:22.991374	2020-08-03 12:35:23.196556	
		
2020-08-03 12:35:23.207402	2020-08-03 12:35:23.412439	
		
2020-08-03 12:35:23.422983	2020-08-03 12:35:23.628061	
		
2020-08-03 12:35:23.638587	2020-08-03 12:35:23.843507	
		
2020-08-03 12:35:23.854197	2020-08-03 12:35:24.059007	
		
2020-08-03 12:35:24.069948	2020-08-03 12:35:24.274792	
		
2020-08-03 12:35:24.285610	2020-08-03 12:35:24.490537	
		
2020-08-03 12:35:24.501145	2020-08-03 12:35:24.706469	
		
2020-08-03 12:35:24.717196	2020-08-03 12:35:24.922172	
		
2020-08-03 12:35:24.932994	2020-08-03 12:35:25.138265	
		
2020-08-03 12:35:25.148997	2020-08-03 12:35:25.353919	
		
2020-08-03 12:35:25.364614	2020-08-03 12:35:25.569569	
		
2020-08-03 12:35:25.580269	2020-08-03 12:35:25.785389	
		
2020-08-03 12:35:25.796043	2020-08-03 12:35:26.001140	
		
2020-08-03 12:35:26.012035	2020-08-03 12:35:26.216697	
		
2020-08-03 12:35:26.227380	2020-08-03 12:35:26.432615	
		
2020-08-03 12:35:26.443181	2020-08-03 12:35:26.648306	
		
2020-08-03 12:35:26.659345	2020-08-03 12:35:26.864147	
		
2020-08-03 12:35:26.874755	2020-08-03 12:35:27.080183	
		
2020-08-03 12:35:27.090826	2020-08-03 12:35:27.295719	
		
2020-08-03 12:35:27.306301	2020-08-03 12:35:27.511460	
		
2020-08-03 12:35:27.522313	2020-08-03 12:35:27.726949	
		
2020-08-03 12:35:27.737581	2020-08-03 12:35:27.942482	
		
2020-08-03 12:35:27.953104	2020-08-03 12:35:28.158126	
		
2020-08-03 12:35:28.168934	2020-08-03 12:35:28.374237	
		
2020-08-03 12:35:28.384888	2020-08-03 12:35:28.590162	
		
2020-08-03 12:35:28.600996	2020-08-03 12:35:28.806206	
		
2020-08-03 12:35:28.817137	2020-08-03 12:35:29.021993	
		
2020-08-03 12:35:29.032584	2020-08-03 12:35:29.237789	
		
2020-08-03 12:35:29.248417	2020-08-03 12:35:29.452814	
		
2020-08-03 12:35:29.463357	2020-08-03 12:35:29.668287	
		
2020-08-03 12:35:29.678890	2020-08-03 12:35:29.883947	
		
2020-08-03 12:35:29.894791	2020-08-03 12:35:30.100188	
		
2020-08-03 12:35:30.110922	2020-08-03 12:35:30.316074	
		
2020-08-03 12:35:30.326840	2020-08-03 12:35:30.531825	
		
2020-08-03 12:35:30.542494	2020-08-03 12:35:30.747766	
		
2020-08-03 12:35:30.758348	2020-08-03 12:35:30.963348	
		
2020-08-03 12:35:30.974080	2020-08-03 12:35:31.179153	
		
2020-08-03 12:35:31.190035	2020-08-03 12:35:31.394856	
		
2020-08-03 12:35:31.405448	2020-08-03 12:35:31.610570	
		
2020-08-03 12:35:31.621193	2020-08-03 12:35:31.826062	
		
2020-08-03 12:35:31.837024	2020-08-03 12:35:32.041956	
		
2020-08-03 12:35:32.052544	2020-08-03 12:35:32.256932	
		
2020-08-03 12:35:32.267542	2020-08-03 12:35:32.472597	
		
2020-08-03 12:35:32.483140	2020-08-03 12:35:32.687902	
		
2020-08-03 12:35:32.698796	2020-08-03 12:35:32.903668	
		
2020-08-03 12:35:32.914267	2020-08-03 12:35:33.119437	
		
2020-08-03 12:35:33.130213	2020-08-03 12:35:33.335108	
		
2020-08-03 12:35:33.345880	2020-08-03 12:35:33.551053	
		
2020-08-03 12:35:33.561709	2020-08-03 12:35:33.766435	
		
2020-08-03 12:35:33.777317	2020-08-03 12:35:33.982592	
		
2020-08-03 12:35:33.993417	2020-08-03 12:35:34.198663	
		
2020-08-03 12:35:34.209251	2020-08-03 12:35:34.414415	
		
2020-08-03 12:35:34.425011	2020-08-03 12:35:34.630139	
		
2020-08-03 12:35:34.641039	2020-08-03 12:35:34.846171	
		
2020-08-03 12:35:34.857027	2020-08-03 12:35:35.061827	
		
2020-08-03 12:35:35.072598	2020-08-03 12:35:35.277787	
		
2020-08-03 12:35:35.288394	2020-08-03 12:35:35.493571	
		
2020-08-03 12:35:35.504254	2020-08-03 12:35:35.709700	
		
2020-08-03 12:35:35.720601	2020-08-03 12:35:35.925999	
		
2020-08-03 12:35:35.936808	2020-08-03 12:35:36.141586	
		
2020-08-03 12:35:36.152327	2020-08-03 12:35:36.357091	
		
2020-08-03 12:35:36.367831	2020-08-03 12:35:36.573250	
		
2020-08-03 12:35:36.583952	2020-08-03 12:35:36.788669	
		
2020-08-03 12:35:36.799279	2020-08-03 12:35:37.003832	
		
2020-08-03 12:35:37.014885	2020-08-03 12:35:37.219789	
		
2020-08-03 12:35:37.230650	2020-08-03 12:35:37.435810	
		
2020-08-03 12:35:37.446349	2020-08-03 12:35:37.651092	
		
2020-08-03 12:35:37.661762	2020-08-03 12:35:37.866785	
		
2020-08-03 12:35:37.877462	2020-08-03 12:35:38.082337	
		
		
		
Repetition #7	Repetition #7	
2020-08-03 12:35:38.093013	2020-08-03 12:35:38.298209	
		
2020-08-03 12:35:38.308958	2020-08-03 12:35:38.513742	
		
2020-08-03 12:35:38.524427	2020-08-03 12:35:38.729313	
		
2020-08-03 12:35:38.739974	2020-08-03 12:35:38.944926	
		
2020-08-03 12:35:38.955797	2020-08-03 12:35:39.160949	
		
2020-08-03 12:35:39.171757	2020-08-03 12:35:39.376617	
		
2020-08-03 12:35:39.387364	2020-08-03 12:35:39.592196	
		
2020-08-03 12:35:39.602937	2020-08-03 12:35:39.808257	
		
2020-08-03 12:35:39.818932	2020-08-03 12:35:40.024461	
		
2020-08-03 12:35:40.035065	2020-08-03 12:35:40.240540	
		
2020-08-03 12:35:40.251276	2020-08-03 12:35:40.456725	
		
2020-08-03 12:35:40.467438	2020-08-03 12:35:40.672105	
		
2020-08-03 12:35:40.683002	2020-08-03 12:35:40.888121	
		
2020-08-03 12:35:40.899018	2020-08-03 12:35:41.104065	
		
2020-08-03 12:35:41.114725	2020-08-03 12:35:41.319810	
		
2020-08-03 12:35:41.330339	2020-08-03 12:35:41.535372	
		
2020-08-03 12:35:41.545978	2020-08-03 12:35:41.751037	
		
2020-08-03 12:35:41.761658	2020-08-03 12:35:41.966743	
		
2020-08-03 12:35:41.977331	2020-08-03 12:35:42.182052	
		
2020-08-03 12:35:42.193090	2020-08-03 12:35:42.397884	
		
2020-08-03 12:35:42.408471	2020-08-03 12:35:42.613438	
		
2020-08-03 12:35:42.624141	2020-08-03 12:35:42.829064	
		
2020-08-03 12:35:42.839777	2020-08-03 12:35:43.044880	
		
2020-08-03 12:35:43.055450	2020-08-03 12:35:43.260366	
		
2020-08-03 12:35:43.270915	2020-08-03 12:35:43.475984	
		
2020-08-03 12:35:43.486546	2020-08-03 12:35:43.691820	
		
2020-08-03 12:35:43.702646	2020-08-03 12:35:43.907481	
		
2020-08-03 12:35:43.918353	2020-08-03 12:35:44.123483	
		
2020-08-03 12:35:44.134288	2020-08-03 12:35:44.339439	
		
2020-08-03 12:35:44.350308	2020-08-03 12:35:44.555467	
		
2020-08-03 12:35:44.566191	2020-08-03 12:35:44.771088	
		
2020-08-03 12:35:44.781784	2020-08-03 12:35:44.986939	
		
2020-08-03 12:35:44.997525	2020-08-03 12:35:45.202795	
		
2020-08-03 12:35:45.213720	2020-08-03 12:35:45.418986	
		
2020-08-03 12:35:45.429638	2020-08-03 12:35:45.634672	
		
2020-08-03 12:35:45.645310	2020-08-03 12:35:45.850433	
		
2020-08-03 12:35:45.861155	2020-08-03 12:35:46.066369	
		
2020-08-03 12:35:46.077217	2020-08-03 12:35:46.282558	
		
2020-08-03 12:35:46.293325	2020-08-03 12:35:46.498534	
		
2020-08-03 12:35:46.509392	2020-08-03 12:35:46.714489	
		
2020-08-03 12:35:46.725080	2020-08-03 12:35:46.930224	
		
2020-08-03 12:35:46.940886	2020-08-03 12:35:47.145655	
		
2020-08-03 12:35:47.156431	2020-08-03 12:35:47.361554	
		
2020-08-03 12:35:47.372515	2020-08-03 12:35:47.577625	
		
2020-08-03 12:35:47.588404	2020-08-03 12:35:47.793550	
		
2020-08-03 12:35:47.804206	2020-08-03 12:35:48.008903	
		
2020-08-03 12:35:48.019508	2020-08-03 12:35:48.224191	
		
2020-08-03 12:35:48.234922	2020-08-03 12:35:48.440095	
		
2020-08-03 12:35:48.450867	2020-08-03 12:35:48.655780	
		
2020-08-03 12:35:48.666352	2020-08-03 12:35:48.871363	
		
2020-08-03 12:35:48.882003	2020-08-03 12:35:49.087132	
		
2020-08-03 12:35:49.098044	2020-08-03 12:35:49.303359	
		
2020-08-03 12:35:49.314161	2020-08-03 12:35:49.519217	
		
2020-08-03 12:35:49.530082	2020-08-03 12:35:49.735094	
		
2020-08-03 12:35:49.746052	2020-08-03 12:35:49.951181	
		
2020-08-03 12:35:49.961814	2020-08-03 12:35:50.166946	
		
2020-08-03 12:35:50.177563	2020-08-03 12:35:50.382425	
		
2020-08-03 12:35:50.393306	2020-08-03 12:35:50.598505	
		
2020-08-03 12:35:50.609122	2020-08-03 12:35:50.814490	
		
2020-08-03 12:35:50.825315	2020-08-03 12:35:51.030191	
		
2020-08-03 12:35:51.041021	2020-08-03 12:35:51.246398	
		
2020-08-03 12:35:51.257086	2020-08-03 12:35:51.462323	
		
2020-08-03 12:35:51.473000	2020-08-03 12:35:51.678020	
		
2020-08-03 12:35:51.688899	2020-08-03 12:35:51.894025	
		
2020-08-03 12:35:51.904956	2020-08-03 12:35:52.109804	
		
2020-08-03 12:35:52.120691	2020-08-03 12:35:52.325635	
		
2020-08-03 12:35:52.336560	2020-08-03 12:35:52.541256	
		
2020-08-03 12:35:52.552021	2020-08-03 12:35:52.756968	
		
2020-08-03 12:35:52.767749	2020-08-03 12:35:52.972572	
		
2020-08-03 12:35:52.983145	2020-08-03 12:35:53.188433	
		
2020-08-03 12:35:53.199220	2020-08-03 12:35:53.404388	
		
2020-08-03 12:35:53.415019	2020-08-03 12:35:53.619691	
		
2020-08-03 12:35:53.630291	2020-08-03 12:35:53.835467	
		
2020-08-03 12:35:53.846176	2020-08-03 12:35:54.051126	
		
2020-08-03 12:35:54.061720	2020-08-03 12:35:54.266835	
		
2020-08-03 12:35:54.277546	2020-08-03 12:35:54.482528	
		
2020-08-03 12:35:54.493156	2020-08-03 12:35:54.698122	
		
2020-08-03 12:35:54.708712	2020-08-03 12:35:54.913386	
		
2020-08-03 12:35:54.924282	2020-08-03 12:35:55.129275	
		
2020-08-03 12:35:55.139940	2020-08-03 12:35:55.345154	
		
2020-08-03 12:35:55.356037	2020-08-03 12:35:55.561239	
		
2020-08-03 12:35:55.571911	2020-08-03 12:35:55.776724	
		
2020-08-03 12:35:55.787348	2020-08-03 12:35:55.992659	
		
2020-08-03 12:35:56.003368	2020-08-03 12:35:56.208673	
		
2020-08-03 12:35:56.219309	2020-08-03 12:35:56.424605	
		
2020-08-03 12:35:56.435445	2020-08-03 12:35:56.640308	
		
2020-08-03 12:35:56.650914	2020-08-03 12:35:56.855974	
		
2020-08-03 12:35:56.866545	2020-08-03 12:35:57.071497	
		
2020-08-03 12:35:57.082128	2020-08-03 12:35:57.287222	
		
2020-08-03 12:35:57.298070	2020-08-03 12:35:57.502872	
		
